text_id,hidden_index,encoder_layer,head_type,pooling,class_0_logit,class_1_logit,class_0_prob,class_1_prob,logit_margin_1_minus_0,max_probability,entropy,model_hash
t0,1,0,shared_frozen_head,masked_mean,0.16210654377937317,0.10303514450788498,0.5147635340690613,0.48523643612861633,-0.05907139927148819,0.5147635340690613,0.6927112340927124,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,2,1,shared_frozen_head,masked_mean,0.1883333921432495,0.10489527881145477,0.5208474397659302,0.4791525900363922,-0.08343811333179474,0.5208474397659302,0.6922776699066162,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,3,2,shared_frozen_head,masked_mean,0.13626429438591003,0.14658065140247345,0.4974209666252136,0.5025790929794312,0.010316357016563416,0.5025790929794312,0.6931338310241699,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,4,3,shared_frozen_head,masked_mean,0.20833927392959595,0.17364180088043213,0.5086734890937805,0.4913264811038971,-0.03469747304916382,0.5086734890937805,0.6929967403411865,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,5,4,shared_frozen_head,masked_mean,0.23391622304916382,0.09192591905593872,0.535438060760498,0.46456193923950195,-0.1419903039932251,0.535438060760498,0.6906334161758423,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,6,5,shared_frozen_head,masked_mean,0.15860241651535034,0.056233301758766174,0.5255699157714844,0.47443002462387085,-0.10236911475658417,0.5255699157714844,0.6918389797210693,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,7,6,shared_frozen_head,masked_mean,0.20338626205921173,0.1938462108373642,0.5023849606513977,0.4976149797439575,-0.009540051221847534,0.5023849606513977,0.6931357979774475,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,8,7,shared_frozen_head,masked_mean,0.12126985192298889,0.3201385736465454,0.4504460096359253,0.5495539307594299,0.19886872172355652,0.5495539307594299,0.6882279515266418,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,9,8,shared_frozen_head,masked_mean,0.1072407215833664,0.3481915593147278,0.44005200266838074,0.5599479079246521,0.2409508377313614,0.5599479079246521,0.6859423518180847,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,10,9,shared_frozen_head,masked_mean,0.14243349432945251,0.4084513187408447,0.43388497829437256,0.5661150217056274,0.2660178244113922,0.5661150217056274,0.6843791007995605,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,11,10,shared_frozen_head,masked_mean,0.1604558527469635,0.30898821353912354,0.46293503046035767,0.5370649695396423,0.14853236079216003,0.5370649695396423,0.6903970241546631,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,12,11,shared_frozen_head,masked_mean,-0.10914793610572815,0.00507451593875885,0.47147536277770996,0.5285245776176453,0.114222452044487,0.5285245776176453,0.691519021987915,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,1,0,shared_frozen_head,masked_mean,0.1480560302734375,-0.08488455414772034,0.5579732656478882,0.4420267641544342,-0.23294058442115784,0.5579732656478882,0.6864102482795715,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,2,1,shared_frozen_head,masked_mean,0.057423897087574005,-0.014799028635025024,0.5180478692054749,0.48195210099220276,-0.07222292572259903,0.5180478692054749,0.692495584487915,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,3,2,shared_frozen_head,masked_mean,0.030260540544986725,0.056170061230659485,0.4935230016708374,0.5064770579338074,0.02590952068567276,0.5064770579338074,0.6930632591247559,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,4,3,shared_frozen_head,masked_mean,0.007221303880214691,-0.013586804270744324,0.5052018761634827,0.4947982132434845,-0.020808108150959015,0.5052018761634827,0.6930930614471436,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,5,4,shared_frozen_head,masked_mean,0.11460602283477783,-0.09610222280025482,0.5524830222129822,0.4475169777870178,-0.21070824563503265,0.5524830222129822,0.6876280903816223,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,6,5,shared_frozen_head,masked_mean,0.13597871363162994,-0.033158108592033386,0.5421836972236633,0.45781633257865906,-0.16913682222366333,0.5421836972236633,0.6895840167999268,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,7,6,shared_frozen_head,masked_mean,0.22202281653881073,0.01917552947998047,0.5505386590957642,0.4494613707065582,-0.20284728705883026,0.5505386590957642,0.6880301237106323,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,8,7,shared_frozen_head,masked_mean,0.29185548424720764,0.08060944080352783,0.5526160001754761,0.4473839998245239,-0.2112460434436798,0.5526160001754761,0.6876000165939331,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,9,8,shared_frozen_head,masked_mean,0.157497376203537,0.15519464015960693,0.5005756616592407,0.4994243085384369,-0.0023027360439300537,0.5005756616592407,0.6931465268135071,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,10,9,shared_frozen_head,masked_mean,0.23539353907108307,0.12985672056674957,0.5263597369194031,0.47364023327827454,-0.1055368185043335,0.5263597369194031,0.6917568445205688,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,11,10,shared_frozen_head,masked_mean,0.15698009729385376,-0.020649880170822144,0.544291079044342,0.4557088613510132,-0.1776299774646759,0.544291079044342,0.6892186403274536,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,12,11,shared_frozen_head,masked_mean,-0.05022396147251129,-0.5876928567886353,0.6312233805656433,0.3687765598297119,-0.5374689102172852,0.6312233805656433,0.6583013534545898,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,1,0,shared_frozen_head,masked_mean,-0.08211107552051544,0.040609776973724365,0.4693582355976105,0.5306417942047119,0.12272085249423981,0.5306417942047119,0.6912681460380554,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,2,1,shared_frozen_head,masked_mean,-0.08533019572496414,0.04901113733649254,0.4664650559425354,0.5335348844528198,0.13434132933616638,0.5335348844528198,0.6908963322639465,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,3,2,shared_frozen_head,masked_mean,-0.07257760316133499,0.11370907723903656,0.45356249809265137,0.5464374423027039,0.18628668785095215,0.5464374423027039,0.6888281106948853,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,4,3,shared_frozen_head,masked_mean,0.09017663449048996,-0.02229386568069458,0.5280880331993103,0.4719119966030121,-0.11247050017118454,0.5280880331993103,0.6915684938430786,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,5,4,shared_frozen_head,masked_mean,0.022133737802505493,-0.12360082566738129,0.5363693237304688,0.463630735874176,-0.14573456346988678,0.5363693237304688,0.6904993653297424,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,6,5,shared_frozen_head,masked_mean,0.09438711404800415,-0.03852669149637222,0.5331796407699585,0.4668203890323639,-0.13291379809379578,0.5331796407699585,0.6909438371658325,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,7,6,shared_frozen_head,masked_mean,-0.0005110651254653931,0.09674474596977234,0.47570520639419556,0.5242947936058044,0.09725581109523773,0.5242947936058044,0.6919662356376648,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,8,7,shared_frozen_head,masked_mean,-0.00956001877784729,0.14473485946655273,0.4615026116371155,0.5384973883628845,0.15429487824440002,0.5384973883628845,0.6901801824569702,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,9,8,shared_frozen_head,masked_mean,-0.047195903956890106,0.1706891804933548,0.44574323296546936,0.554256796836853,0.2178850769996643,0.554256796836853,0.6872479915618896,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,10,9,shared_frozen_head,masked_mean,-0.01898152381181717,0.113934725522995,0.46681976318359375,0.5331802368164062,0.13291624188423157,0.5331802368164062,0.690943717956543,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,11,10,shared_frozen_head,masked_mean,-0.05728233605623245,0.0050011128187179565,0.48443418741226196,0.5155658721923828,0.06228344887495041,0.5155658721923828,0.6926624774932861,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,12,11,shared_frozen_head,masked_mean,-0.49919676780700684,-0.5233717560768127,0.5060434341430664,0.4939565062522888,-0.024174988269805908,0.5060434341430664,0.693074107170105,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,1,0,shared_frozen_head,masked_mean,0.10517740249633789,-0.08666476607322693,0.5478140115737915,0.4521860182285309,-0.19184216856956482,0.5478140115737915,0.6885678172111511,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,2,1,shared_frozen_head,masked_mean,0.1607644408941269,-0.21393203735351562,0.5925933718681335,0.4074067175388336,-0.3746964931488037,0.5925933718681335,0.6759006977081299,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,3,2,shared_frozen_head,masked_mean,0.13993258774280548,-0.155689537525177,0.573371946811676,0.426628053188324,-0.2956221103668213,0.573371946811676,0.6823413372039795,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,4,3,shared_frozen_head,masked_mean,0.2804202735424042,-0.23250362277030945,0.6254916787147522,0.3745083808898926,-0.5129238963127136,0.6254916787147522,0.6613115072250366,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,5,4,shared_frozen_head,masked_mean,0.19749513268470764,-0.3765656054019928,0.6396996378898621,0.36030033230781555,-0.5740607380867004,0.6396996378898621,0.6535907983779907,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,6,5,shared_frozen_head,masked_mean,0.19283856451511383,-0.23499995470046997,0.6053574085235596,0.39464259147644043,-0.4278385043144226,0.6053574085235596,0.6707795858383179,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,7,6,shared_frozen_head,masked_mean,0.23036324977874756,-0.04494834691286087,0.5683963894844055,0.4316035807132721,-0.27531158924102783,0.5683963894844055,0.6837616562843323,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,8,7,shared_frozen_head,masked_mean,0.2971798777580261,0.03320987522602081,0.5656119585037231,0.43438804149627686,-0.2639700174331665,0.5656119585037231,0.6845124959945679,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,9,8,shared_frozen_head,masked_mean,0.1988385170698166,0.045180246233940125,0.5383391380310059,0.46166083216667175,-0.15365827083587646,0.5383391380310059,0.6902045011520386,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,10,9,shared_frozen_head,masked_mean,0.18438640236854553,0.033901285380125046,0.5375504493713379,0.4624495506286621,-0.1504851132631302,0.5375504493713379,0.6903244256973267,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,11,10,shared_frozen_head,masked_mean,0.025688156485557556,-0.01233690232038498,0.5095050930976868,0.49049484729766846,-0.038025058805942535,0.5095050930976868,0.6929665207862854,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,12,11,shared_frozen_head,masked_mean,-0.20820969343185425,-0.14627183973789215,0.48452046513557434,0.5154795050621033,0.0619378536939621,0.5154795050621033,0.6926678419113159,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,1,0,shared_frozen_head,masked_mean,0.19882149994373322,0.006486907601356506,0.547935962677002,0.45206403732299805,-0.1923345923423767,0.547935962677002,0.6885443925857544,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,2,1,shared_frozen_head,masked_mean,0.07688654214143753,0.04190734028816223,0.5087438821792603,0.49125608801841736,-0.0349792018532753,0.5087438821792603,0.692994236946106,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,3,2,shared_frozen_head,masked_mean,0.0763305127620697,0.10341028869152069,0.4932304620742798,0.5067695379257202,0.02707977592945099,0.5067695379257202,0.6930555105209351,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,4,3,shared_frozen_head,masked_mean,0.034891121089458466,0.09401427209377289,0.4852235019207001,0.5147764682769775,0.05912315100431442,0.5147764682769775,0.6927103996276855,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,5,4,shared_frozen_head,masked_mean,0.02063801884651184,0.0327649861574173,0.4969683289527893,0.5030317306518555,0.012126967310905457,0.5030317306518555,0.6931288242340088,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,6,5,shared_frozen_head,masked_mean,0.0751049593091011,0.11789293587207794,0.4893046021461487,0.5106953382492065,0.04278797656297684,0.5106953382492065,0.6929184198379517,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,7,6,shared_frozen_head,masked_mean,0.14580707252025604,0.12787994742393494,0.5044816732406616,0.49551835656166077,-0.017927125096321106,0.5044816732406616,0.693107008934021,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,8,7,shared_frozen_head,masked_mean,0.21462814509868622,0.1561589539051056,0.514613151550293,0.4853869080543518,-0.05846919119358063,0.514613151550293,0.6927200555801392,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,9,8,shared_frozen_head,masked_mean,0.2338375747203827,0.08644720911979675,0.5367810130119324,0.46321895718574524,-0.14739036560058594,0.5367810130119324,0.6904391050338745,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,10,9,shared_frozen_head,masked_mean,0.24489770829677582,0.012424703687429428,0.5578579306602478,0.4421420991420746,-0.2324730008840561,0.5578579306602478,0.6864370703697205,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,11,10,shared_frozen_head,masked_mean,0.10451176762580872,-0.15439608693122864,0.5643677711486816,0.43563219904899597,-0.25890785455703735,0.5643677711486816,0.6848376989364624,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,12,11,shared_frozen_head,masked_mean,-0.1280612349510193,-0.667914867401123,0.631778359413147,0.36822161078453064,-0.5398536324501038,0.631778359413147,0.6580024361610413,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,1,0,copied_layer_heads,masked_mean,0.16210642457008362,0.10303518176078796,0.5147635340690613,0.4852364957332611,-0.059071242809295654,0.5147635340690613,0.6927112340927124,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,2,1,copied_layer_heads,masked_mean,0.18833349645137787,0.10489526391029358,0.520847499370575,0.4791525602340698,-0.08343823254108429,0.520847499370575,0.6922776699066162,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,3,2,copied_layer_heads,masked_mean,0.136264368891716,0.14658065140247345,0.49742093682289124,0.5025790333747864,0.010316282510757446,0.5025790333747864,0.6931338310241699,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,4,3,copied_layer_heads,masked_mean,0.20833919942378998,0.1736418753862381,0.5086734294891357,0.4913265109062195,-0.03469732403755188,0.5086734294891357,0.6929967403411865,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
